sl_no,branch,sem,code,course_name,reg_no,name,credits
1561,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106177,Vidyut V,3
1562,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106177,Vidyut V,3
1563,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106182,Manoj T,3
1564,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106182,Manoj T,3
1565,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106182,Manoj T,3
1566,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106182,Manoj T,3
1567,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106182,Manoj T,3
1568,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106182,Manoj T,3
1569,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106501,Aravind V,3
1570,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106501,Aravind V,3
1571,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106501,Aravind V,3
1572,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106501,Aravind V,3
1573,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106501,Aravind V,3
1574,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106501,Aravind V,3
1575,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106021,Karthik R,3
1576,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106021,Karthik R,3
1577,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106021,Karthik R,3
1578,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106021,Karthik R,3
1579,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106021,Karthik R,3
1580,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106021,Karthik R,3
1581,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106025,Naveen A,3
1582,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106025,Naveen A,3
1583,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106025,Naveen A,3
1584,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106025,Naveen A,3
1585,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106025,Naveen A,3
1586,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106025,Naveen A,3
1587,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106080,Yash P,3
1588,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106080,Yash P,3
1589,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106080,Yash P,3
1590,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106080,Yash P,3
1591,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106080,Yash P,3
1592,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106080,Yash P,3
1593,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106128,Pavithra B,3
1594,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106128,Pavithra B,3
1595,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106128,Pavithra B,3
1596,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106128,Pavithra B,3
1597,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106128,Pavithra B,3
1598,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106128,Pavithra B,3
1599,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106136,Pavithra R,3
1600,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106136,Pavithra R,3
1601,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106136,Pavithra R,3
1602,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106136,Pavithra R,3
1603,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106136,Pavithra R,3
1604,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106136,Pavithra R,3
1605,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106142,Sanjay B,3
1606,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106142,Sanjay B,3
1607,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106142,Sanjay B,3
1608,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106142,Sanjay B,3
1609,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106142,Sanjay B,3
1610,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106142,Sanjay B,3
1611,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106004,Gokul K,3
1612,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106004,Gokul K,3
1613,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106004,Gokul K,3
1614,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106004,Gokul K,3
1615,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106004,Gokul K,3
1616,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106004,Gokul K,3
1617,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106016,Karthik T,3
1618,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106016,Karthik T,3
1619,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106016,Karthik T,3
1620,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106016,Karthik T,3
1621,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106016,Karthik T,3
1622,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106016,Karthik T,3
1623,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106017,Yash P,3
1624,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106017,Yash P,3
1625,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106017,Yash P,3
1626,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106017,Yash P,3
1627,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106017,Yash P,3
1628,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106017,Yash P,3
1629,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106023,Chandran R,3
1630,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106023,Chandran R,3
1631,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106023,Chandran R,3
1632,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106023,Chandran R,3
1633,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106023,Chandran R,3
1634,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106023,Chandran R,3
1635,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106045,Karthik R,3
1636,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106045,Karthik R,3
1637,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106045,Karthik R,3
1638,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106045,Karthik R,3
1639,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106045,Karthik R,3
1640,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106045,Karthik R,3
1641,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106052,Harini S,3
1642,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106052,Harini S,3
1643,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106052,Harini S,3
1644,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106052,Harini S,3
1645,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106052,Harini S,3
1646,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106052,Harini S,3
1647,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106056,Aravind M,3
1648,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106056,Aravind M,3
1649,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106056,Aravind M,3
1650,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106056,Aravind M,3
1651,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106056,Aravind M,3
1652,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106056,Aravind M,3
1653,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106059,Ishwarya B,3
1654,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106059,Ishwarya B,3
1655,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106059,Ishwarya B,3
1656,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106059,Ishwarya B,3
1657,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106059,Ishwarya B,3
1658,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106059,Ishwarya B,3
1659,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106071,Yash K,3
1660,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106071,Yash K,3
1661,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106071,Yash K,3
1662,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106071,Yash K,3
1663,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106071,Yash K,3
1664,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106071,Yash K,3
1665,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106105,Pavithra N,3
1666,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106105,Pavithra N,3
1667,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106105,Pavithra N,3
1668,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106105,Pavithra N,3
1669,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106105,Pavithra N,3
1670,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106105,Pavithra N,3
1671,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106139,Vidyut R,3
1672,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106139,Vidyut R,3
1673,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106139,Vidyut R,3
1674,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106139,Vidyut R,3
1675,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106139,Vidyut R,3
1676,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106139,Vidyut R,3
1677,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106181,Manoj B,3
1678,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106181,Manoj B,3
1679,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106181,Manoj B,3
1680,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106181,Manoj B,3
1681,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106181,Manoj B,3
1682,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106181,Manoj B,3
1683,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106188,Manoj R,3
1684,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106188,Manoj R,3
1685,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106188,Manoj R,3
1686,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106188,Manoj R,3
1687,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106188,Manoj R,3
1688,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106188,Manoj R,3
1689,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106018,Elango M,3
1690,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106018,Elango M,3
1691,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106018,Elango M,3
1692,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106018,Elango M,3
1693,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106018,Elango M,3
1694,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106018,Elango M,3
1695,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106041,Deepak N,3
1696,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106041,Deepak N,3
1697,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106041,Deepak N,3
1698,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106041,Deepak N,3
1699,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106041,Deepak N,3
1700,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106041,Deepak N,3
1701,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106042,Ishwarya S,3
1702,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106042,Ishwarya S,3
1703,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106042,Ishwarya S,3
1704,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106042,Ishwarya S,3
1705,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106042,Ishwarya S,3
1706,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106042,Ishwarya S,3
1707,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106043,Sanjay B,3
1708,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106043,Sanjay B,3
1709,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106043,Sanjay B,3
1710,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106043,Sanjay B,3
1711,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106043,Sanjay B,3
1712,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106043,Sanjay B,3
1713,ECE,3,U23MA207,U23MA207 - Advanced Mathematics & Statistics (Sem 3),722825106126,Bhavana T,3
1714,ECE,3,U23EC403,U23EC403 - Electronics & Communication Systems (Sem 3),722825106126,Bhavana T,3
1715,ECE,3,U23OCS82,U23OCS82 - ECE Core Subject (Sem 3),722825106126,Bhavana T,3
1716,ECE,3,U23EC421,U23EC421 - Electronics & Communication Systems (Sem 3),722825106126,Bhavana T,3
1717,ECE,3,U23EC422,U23EC422 - Electronics & Communication Systems (Sem 3),722825106126,Bhavana T,3
1718,ECE,3,U23CS491,U23CS491 - Computer Science & Software Systems (Sem 3),722825106126,Bhavana T,3
1719,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1720,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1721,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1722,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1723,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1724,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1725,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1726,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106028,Ishwarya K,3
1727,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1728,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1729,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1730,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1731,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1732,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1733,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1734,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106161,Pavithra S,3
1735,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1736,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1737,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1738,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1739,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1740,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1741,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1742,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106311,Pavithra T,3
1743,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1744,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1745,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1746,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1747,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1748,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1749,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1750,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106174,Swetha A,3
1751,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1752,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1753,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1754,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1755,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1756,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1757,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1758,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106004,Kavya B,3
1759,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1760,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1761,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1762,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1763,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1764,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1765,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1766,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106136,Yash T,3
1767,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1768,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1769,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1770,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1771,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1772,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1773,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1774,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106139,Naveen T,3
1775,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1776,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1777,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1778,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1779,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1780,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1781,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1782,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106001,Pavithra S,3
1783,ECE,5,U23EC492,U23EC492 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1784,ECE,5,U23EC407,U23EC407 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1785,ECE,5,U23EC408,U23EC408 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1786,ECE,5,U23EC482,U23EC482 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1787,ECE,5,U23EC514,U23EC514 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1788,ECE,5,U23EC581,U23EC581 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1789,ECE,5,U23EC592,U23EC592 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1790,ECE,5,U23EC595,U23EC595 - Electronics & Communication Systems (Sem 5),722824106049,Rahul B,3
1791,ECE,7,U23CB103,U23CB103 - Computer Science & Business Systems (Sem 7),722823106178,Jayant R,3
1792,ECE,7,U23CB104,U23CB104 - Computer Science & Business Systems (Sem 7),722823106178,Jayant R,3
1793,ECE,7,U23EC411,U23EC411 - Electronics & Communication Systems (Sem 7),722823106178,Jayant R,3
1794,ECE,7,U23EC483,U23EC483 - Electronics & Communication Systems (Sem 7),722823106178,Jayant R,3
1795,ECE,7,U23EC551,U23EC551 - Electronics & Communication Systems (Sem 7),722823106178,Jayant R,3
1796,ECE,7,U23OME01,U23OME01 - ECE Core Subject (Sem 7),722823106178,Jayant R,3
1797,ECE,7,U23CB103,U23CB103 - Computer Science & Business Systems (Sem 7),722823106034,Jayant T,3
1798,ECE,7,U23CB104,U23CB104 - Computer Science & Business Systems (Sem 7),722823106034,Jayant T,3
1799,ECE,7,U23EC411,U23EC411 - Electronics & Communication Systems (Sem 7),722823106034,Jayant T,3
1800,ECE,7,U23EC483,U23EC483 - Electronics & Communication Systems (Sem 7),722823106034,Jayant T,3
1801,ECE,7,U23EC551,U23EC551 - Electronics & Communication Systems (Sem 7),722823106034,Jayant T,3
1802,ECE,7,U23OME01,U23OME01 - ECE Core Subject (Sem 7),722823106034,Jayant T,3
1803,ECE,7,U23CB103,U23CB103 - Computer Science & Business Systems (Sem 7),722823106146,Rahul R,3
1804,ECE,7,U23CB104,U23CB104 - Computer Science & Business Systems (Sem 7),722823106146,Rahul R,3
1805,ECE,7,U23EC411,U23EC411 - Electronics & Communication Systems (Sem 7),722823106146,Rahul R,3
1806,ECE,7,U23EC483,U23EC483 - Electronics & Communication Systems (Sem 7),722823106146,Rahul R,3
1807,ECE,7,U23EC551,U23EC551 - Electronics & Communication Systems (Sem 7),722823106146,Rahul R,3
1808,ECE,7,U23OME01,U23OME01 - ECE Core Subject (Sem 7),722823106146,Rahul R,3
1809,ECE,7,U23CB103,U23CB103 - Computer Science & Business Systems (Sem 7),722823106165,Jayant B,3
1810,ECE,7,U23CB104,U23CB104 - Computer Science & Business Systems (Sem 7),722823106165,Jayant B,3
1811,ECE,7,U23EC411,U23EC411 - Electronics & Communication Systems (Sem 7),722823106165,Jayant B,3
1812,ECE,7,U23EC483,U23EC483 - Electronics & Communication Systems (Sem 7),722823106165,Jayant B,3
1813,ECE,7,U23EC551,U23EC551 - Electronics & Communication Systems (Sem 7),722823106165,Jayant B,3
1814,ECE,7,U23OME01,U23OME01 - ECE Core Subject (Sem 7),722823106165,Jayant B,3
1815,ECE,7,U23CB103,U23CB103 - Computer Science & Business Systems (Sem 7),722823106187,Chandran V,3
1816,ECE,7,U23CB104,U23CB104 - Computer Science & Business Systems (Sem 7),722823106187,Chandran V,3
1817,ECE,7,U23EC411,U23EC411 - Electronics & Communication Systems (Sem 7),722823106187,Chandran V,3
1818,ECE,7,U23EC483,U23EC483 - Electronics & Communication Systems (Sem 7),722823106187,Chandran V,3
1819,ECE,7,U23EC551,U23EC551 - Electronics & Communication Systems (Sem 7),722823106187,Chandran V,3
1820,ECE,7,U23OME01,U23OME01 - ECE Core Subject (Sem 7),722823106187,Chandran V,3
1821,EEE,5,U23EE407,U23EE407 - Electrical Power & Energy Engineering (Sem 5),722824105501,Ishwarya V,3
