name,reg_no,course_code,course_name,semester,branch,section,difficulty
Chandru Pillai,24CS159,EN101,English Communication,1,CSE,C,easy
Chandru Pillai,24CS159,CS102,Digital Fundamentals,1,CSE,C,medium
Vaishnavi Duraisamy,24CS160,MA101,Engineering Mathematics I,1,CSE,C,medium
Vaishnavi Duraisamy,24CS160,PH101,Engineering Physics,1,CSE,C,easy
Vaishnavi Duraisamy,24CS160,CS101,Problem Solving & C,1,CSE,C,hard
Vaishnavi Duraisamy,24CS160,EN101,English Communication,1,CSE,C,easy
Vaishnavi Duraisamy,24CS160,CS102,Digital Fundamentals,1,CSE,C,medium
Bhavya Nair,24CS161,MA101,Engineering Mathematics I,1,CSE,C,medium
Bhavya Nair,24CS161,PH101,Engineering Physics,1,CSE,C,easy
Bhavya Nair,24CS161,CS101,Problem Solving & C,1,CSE,C,hard
Bhavya Nair,24CS161,EN101,English Communication,1,CSE,C,easy
Bhavya Nair,24CS161,CS102,Digital Fundamentals,1,CSE,C,medium
Tamil Kumar,24CS162,MA101,Engineering Mathematics I,1,CSE,C,medium
Tamil Kumar,24CS162,PH101,Engineering Physics,1,CSE,C,easy
Tamil Kumar,24CS162,CS101,Problem Solving & C,1,CSE,C,hard
Tamil Kumar,24CS162,EN101,English Communication,1,CSE,C,easy
Tamil Kumar,24CS162,CS102,Digital Fundamentals,1,CSE,C,medium
Tharun Menon,24CS163,MA101,Engineering Mathematics I,1,CSE,C,medium
Tharun Menon,24CS163,PH101,Engineering Physics,1,CSE,C,easy
Tharun Menon,24CS163,CS101,Problem Solving & C,1,CSE,C,hard
Tharun Menon,24CS163,EN101,English Communication,1,CSE,C,easy
Tharun Menon,24CS163,CS102,Digital Fundamentals,1,CSE,C,medium
Zara Krishnan,24CS164,MA101,Engineering Mathematics I,1,CSE,C,medium
Zara Krishnan,24CS164,PH101,Engineering Physics,1,CSE,C,easy
Zara Krishnan,24CS164,CS101,Problem Solving & C,1,CSE,C,hard
Zara Krishnan,24CS164,EN101,English Communication,1,CSE,C,easy
Zara Krishnan,24CS164,CS102,Digital Fundamentals,1,CSE,C,medium
Vinay Anand,24CS165,MA101,Engineering Mathematics I,1,CSE,C,medium
Vinay Anand,24CS165,PH101,Engineering Physics,1,CSE,C,easy
Vinay Anand,24CS165,CS101,Problem Solving & C,1,CSE,C,hard
Vinay Anand,24CS165,EN101,English Communication,1,CSE,C,easy
Vinay Anand,24CS165,CS102,Digital Fundamentals,1,CSE,C,medium
Madhan Sundar,24CS166,MA101,Engineering Mathematics I,1,CSE,C,medium
Madhan Sundar,24CS166,PH101,Engineering Physics,1,CSE,C,easy
Madhan Sundar,24CS166,CS101,Problem Solving & C,1,CSE,C,hard
Madhan Sundar,24CS166,EN101,English Communication,1,CSE,C,easy
Madhan Sundar,24CS166,CS102,Digital Fundamentals,1,CSE,C,medium
Dhanush Reddy,24CS167,MA101,Engineering Mathematics I,1,CSE,C,medium
Dhanush Reddy,24CS167,PH101,Engineering Physics,1,CSE,C,easy
Dhanush Reddy,24CS167,CS101,Problem Solving & C,1,CSE,C,hard
Dhanush Reddy,24CS167,EN101,English Communication,1,CSE,C,easy
Dhanush Reddy,24CS167,CS102,Digital Fundamentals,1,CSE,C,medium
Manoj Krishnan,24CS168,MA101,Engineering Mathematics I,1,CSE,C,medium
Manoj Krishnan,24CS168,PH101,Engineering Physics,1,CSE,C,easy
Manoj Krishnan,24CS168,CS101,Problem Solving & C,1,CSE,C,hard
Manoj Krishnan,24CS168,EN101,English Communication,1,CSE,C,easy
Manoj Krishnan,24CS168,CS102,Digital Fundamentals,1,CSE,C,medium
Nandini Sharma,24CS169,MA101,Engineering Mathematics I,1,CSE,C,medium
Nandini Sharma,24CS169,PH101,Engineering Physics,1,CSE,C,easy
Nandini Sharma,24CS169,CS101,Problem Solving & C,1,CSE,C,hard
Nandini Sharma,24CS169,EN101,English Communication,1,CSE,C,easy
Nandini Sharma,24CS169,CS102,Digital Fundamentals,1,CSE,C,medium
Pavithra Chandrasekaran,24CS170,MA101,Engineering Mathematics I,1,CSE,C,medium
Pavithra Chandrasekaran,24CS170,PH101,Engineering Physics,1,CSE,C,easy
Pavithra Chandrasekaran,24CS170,CS101,Problem Solving & C,1,CSE,C,hard
Pavithra Chandrasekaran,24CS170,EN101,English Communication,1,CSE,C,easy
Pavithra Chandrasekaran,24CS170,CS102,Digital Fundamentals,1,CSE,C,medium
Kiran Sharma,24CS171,MA101,Engineering Mathematics I,1,CSE,C,medium
Kiran Sharma,24CS171,PH101,Engineering Physics,1,CSE,C,easy
Kiran Sharma,24CS171,CS101,Problem Solving & C,1,CSE,C,hard
Kiran Sharma,24CS171,EN101,English Communication,1,CSE,C,easy
Kiran Sharma,24CS171,CS102,Digital Fundamentals,1,CSE,C,medium
Sanjay Sharma,24CS172,MA101,Engineering Mathematics I,1,CSE,C,medium
Sanjay Sharma,24CS172,PH101,Engineering Physics,1,CSE,C,easy
Sanjay Sharma,24CS172,CS101,Problem Solving & C,1,CSE,C,hard
Sanjay Sharma,24CS172,EN101,English Communication,1,CSE,C,easy
Sanjay Sharma,24CS172,CS102,Digital Fundamentals,1,CSE,C,medium
Aryan Balasubramanian,24CS173,MA101,Engineering Mathematics I,1,CSE,C,medium
Aryan Balasubramanian,24CS173,PH101,Engineering Physics,1,CSE,C,easy
Aryan Balasubramanian,24CS173,CS101,Problem Solving & C,1,CSE,C,hard
Aryan Balasubramanian,24CS173,EN101,English Communication,1,CSE,C,easy
Aryan Balasubramanian,24CS173,CS102,Digital Fundamentals,1,CSE,C,medium
Chandru Natarajan,24CS174,MA101,Engineering Mathematics I,1,CSE,C,medium
Chandru Natarajan,24CS174,PH101,Engineering Physics,1,CSE,C,easy
Chandru Natarajan,24CS174,CS101,Problem Solving & C,1,CSE,C,hard
Chandru Natarajan,24CS174,EN101,English Communication,1,CSE,C,easy
Chandru Natarajan,24CS174,CS102,Digital Fundamentals,1,CSE,C,medium
Indira Nair,24CS175,MA101,Engineering Mathematics I,1,CSE,C,medium
Indira Nair,24CS175,PH101,Engineering Physics,1,CSE,C,easy
Indira Nair,24CS175,CS101,Problem Solving & C,1,CSE,C,hard
Indira Nair,24CS175,EN101,English Communication,1,CSE,C,easy
Indira Nair,24CS175,CS102,Digital Fundamentals,1,CSE,C,medium
Bhavya Natarajan,24CS176,MA101,Engineering Mathematics I,1,CSE,C,medium
Bhavya Natarajan,24CS176,PH101,Engineering Physics,1,CSE,C,easy
Bhavya Natarajan,24CS176,CS101,Problem Solving & C,1,CSE,C,hard
Bhavya Natarajan,24CS176,EN101,English Communication,1,CSE,C,easy
Bhavya Natarajan,24CS176,CS102,Digital Fundamentals,1,CSE,C,medium
Divya Palaniswamy,24CS177,MA101,Engineering Mathematics I,1,CSE,C,medium
Divya Palaniswamy,24CS177,PH101,Engineering Physics,1,CSE,C,easy
Divya Palaniswamy,24CS177,CS101,Problem Solving & C,1,CSE,C,hard
Divya Palaniswamy,24CS177,EN101,English Communication,1,CSE,C,easy
Divya Palaniswamy,24CS177,CS102,Digital Fundamentals,1,CSE,C,medium
Lavanya Patel,24CS178,MA101,Engineering Mathematics I,1,CSE,C,medium
Lavanya Patel,24CS178,PH101,Engineering Physics,1,CSE,C,easy
Lavanya Patel,24CS178,CS101,Problem Solving & C,1,CSE,C,hard
Lavanya Patel,24CS178,EN101,English Communication,1,CSE,C,easy
Lavanya Patel,24CS178,CS102,Digital Fundamentals,1,CSE,C,medium
Saranya Patel,24CS179,MA101,Engineering Mathematics I,1,CSE,C,medium
Saranya Patel,24CS179,PH101,Engineering Physics,1,CSE,C,easy
Saranya Patel,24CS179,CS101,Problem Solving & C,1,CSE,C,hard
Saranya Patel,24CS179,EN101,English Communication,1,CSE,C,easy
Saranya Patel,24CS179,CS102,Digital Fundamentals,1,CSE,C,medium
Pooja Murugan,24CS180,MA101,Engineering Mathematics I,1,CSE,C,medium
Pooja Murugan,24CS180,PH101,Engineering Physics,1,CSE,C,easy
Pooja Murugan,24CS180,CS101,Problem Solving & C,1,CSE,C,hard
Pooja Murugan,24CS180,EN101,English Communication,1,CSE,C,easy
Pooja Murugan,24CS180,CS102,Digital Fundamentals,1,CSE,C,medium
Ishita Duraisamy,24CS181,MA101,Engineering Mathematics I,1,CSE,C,medium
Ishita Duraisamy,24CS181,PH101,Engineering Physics,1,CSE,C,easy
Ishita Duraisamy,24CS181,CS101,Problem Solving & C,1,CSE,C,hard
Ishita Duraisamy,24CS181,EN101,English Communication,1,CSE,C,easy
Ishita Duraisamy,24CS181,CS102,Digital Fundamentals,1,CSE,C,medium
Nandhini Iyer,24CS182,MA101,Engineering Mathematics I,1,CSE,C,medium
Nandhini Iyer,24CS182,PH101,Engineering Physics,1,CSE,C,easy
Nandhini Iyer,24CS182,CS101,Problem Solving & C,1,CSE,C,hard
Nandhini Iyer,24CS182,EN101,English Communication,1,CSE,C,easy
Nandhini Iyer,24CS182,CS102,Digital Fundamentals,1,CSE,C,medium
Pavithra Ramasamy,24CS183,MA101,Engineering Mathematics I,1,CSE,C,medium
Pavithra Ramasamy,24CS183,PH101,Engineering Physics,1,CSE,C,easy
Pavithra Ramasamy,24CS183,CS101,Problem Solving & C,1,CSE,C,hard
Pavithra Ramasamy,24CS183,EN101,English Communication,1,CSE,C,easy
Pavithra Ramasamy,24CS183,CS102,Digital Fundamentals,1,CSE,C,medium
Arjun Ramasamy,24CS184,MA101,Engineering Mathematics I,1,CSE,C,medium
Arjun Ramasamy,24CS184,PH101,Engineering Physics,1,CSE,C,easy
Arjun Ramasamy,24CS184,CS101,Problem Solving & C,1,CSE,C,hard
Arjun Ramasamy,24CS184,EN101,English Communication,1,CSE,C,easy
Arjun Ramasamy,24CS184,CS102,Digital Fundamentals,1,CSE,C,medium
Divya Selvam,24CS185,MA101,Engineering Mathematics I,1,CSE,C,medium
Divya Selvam,24CS185,PH101,Engineering Physics,1,CSE,C,easy
Divya Selvam,24CS185,CS101,Problem Solving & C,1,CSE,C,hard
Divya Selvam,24CS185,EN101,English Communication,1,CSE,C,easy
Divya Selvam,24CS185,CS102,Digital Fundamentals,1,CSE,C,medium
Pavithra Balasubramanian,24CS186,MA101,Engineering Mathematics I,1,CSE,C,medium
Pavithra Balasubramanian,24CS186,PH101,Engineering Physics,1,CSE,C,easy
Pavithra Balasubramanian,24CS186,CS101,Problem Solving & C,1,CSE,C,hard
Pavithra Balasubramanian,24CS186,EN101,English Communication,1,CSE,C,easy
Pavithra Balasubramanian,24CS186,CS102,Digital Fundamentals,1,CSE,C,medium
Hema Rajan,24CS187,MA101,Engineering Mathematics I,1,CSE,C,medium
Hema Rajan,24CS187,PH101,Engineering Physics,1,CSE,C,easy
Hema Rajan,24CS187,CS101,Problem Solving & C,1,CSE,C,hard
Hema Rajan,24CS187,EN101,English Communication,1,CSE,C,easy
Hema Rajan,24CS187,CS102,Digital Fundamentals,1,CSE,C,medium
Priya Pillai,24CS188,MA101,Engineering Mathematics I,1,CSE,C,medium
Priya Pillai,24CS188,PH101,Engineering Physics,1,CSE,C,easy
Priya Pillai,24CS188,CS101,Problem Solving & C,1,CSE,C,hard
Priya Pillai,24CS188,EN101,English Communication,1,CSE,C,easy
Priya Pillai,24CS188,CS102,Digital Fundamentals,1,CSE,C,medium
Sanjay Iyer,24CS189,MA101,Engineering Mathematics I,1,CSE,C,medium
Sanjay Iyer,24CS189,PH101,Engineering Physics,1,CSE,C,easy
Sanjay Iyer,24CS189,CS101,Problem Solving & C,1,CSE,C,hard
Sanjay Iyer,24CS189,EN101,English Communication,1,CSE,C,easy
Sanjay Iyer,24CS189,CS102,Digital Fundamentals,1,CSE,C,medium
Priya Murugan,24CS190,MA101,Engineering Mathematics I,1,CSE,C,medium
Priya Murugan,24CS190,PH101,Engineering Physics,1,CSE,C,easy
Priya Murugan,24CS190,CS101,Problem Solving & C,1,CSE,C,hard
Priya Murugan,24CS190,EN101,English Communication,1,CSE,C,easy
Priya Murugan,24CS190,CS102,Digital Fundamentals,1,CSE,C,medium
Karthik Sundar,24CS191,MA101,Engineering Mathematics I,1,CSE,C,medium
Karthik Sundar,24CS191,PH101,Engineering Physics,1,CSE,C,easy
Karthik Sundar,24CS191,CS101,Problem Solving & C,1,CSE,C,hard
Karthik Sundar,24CS191,EN101,English Communication,1,CSE,C,easy
Karthik Sundar,24CS191,CS102,Digital Fundamentals,1,CSE,C,medium
Ravi Pandian,24CS192,MA101,Engineering Mathematics I,1,CSE,C,medium
Ravi Pandian,24CS192,PH101,Engineering Physics,1,CSE,C,easy
Ravi Pandian,24CS192,CS101,Problem Solving & C,1,CSE,C,hard
Ravi Pandian,24CS192,EN101,English Communication,1,CSE,C,easy
Ravi Pandian,24CS192,CS102,Digital Fundamentals,1,CSE,C,medium
Sanjay Thangavel,24CS193,MA101,Engineering Mathematics I,1,CSE,C,medium
Sanjay Thangavel,24CS193,PH101,Engineering Physics,1,CSE,C,easy
Sanjay Thangavel,24CS193,CS101,Problem Solving & C,1,CSE,C,hard
Sanjay Thangavel,24CS193,EN101,English Communication,1,CSE,C,easy
Sanjay Thangavel,24CS193,CS102,Digital Fundamentals,1,CSE,C,medium
Deepika Kumar,24CS194,MA101,Engineering Mathematics I,1,CSE,C,medium
Deepika Kumar,24CS194,PH101,Engineering Physics,1,CSE,C,easy
Deepika Kumar,24CS194,CS101,Problem Solving & C,1,CSE,C,hard
Deepika Kumar,24CS194,EN101,English Communication,1,CSE,C,easy
Deepika Kumar,24CS194,CS102,Digital Fundamentals,1,CSE,C,medium
Zara Ramasamy,24CS195,MA101,Engineering Mathematics I,1,CSE,C,medium
Zara Ramasamy,24CS195,PH101,Engineering Physics,1,CSE,C,easy
Zara Ramasamy,24CS195,CS101,Problem Solving & C,1,CSE,C,hard
Zara Ramasamy,24CS195,EN101,English Communication,1,CSE,C,easy
Zara Ramasamy,24CS195,CS102,Digital Fundamentals,1,CSE,C,medium
Nandhini Singh,24CS196,MA101,Engineering Mathematics I,1,CSE,C,medium
Nandhini Singh,24CS196,PH101,Engineering Physics,1,CSE,C,easy
Nandhini Singh,24CS196,CS101,Problem Solving & C,1,CSE,C,hard
Nandhini Singh,24CS196,EN101,English Communication,1,CSE,C,easy
Nandhini Singh,24CS196,CS102,Digital Fundamentals,1,CSE,C,medium
Deepika Venkatesh,24CS197,MA101,Engineering Mathematics I,1,CSE,C,medium
Deepika Venkatesh,24CS197,PH101,Engineering Physics,1,CSE,C,easy
Deepika Venkatesh,24CS197,CS101,Problem Solving & C,1,CSE,C,hard
Deepika Venkatesh,24CS197,EN101,English Communication,1,CSE,C,easy
Deepika Venkatesh,24CS197,CS102,Digital Fundamentals,1,CSE,C,medium
Nandini Natarajan,24CS198,MA101,Engineering Mathematics I,1,CSE,C,medium
Nandini Natarajan,24CS198,PH101,Engineering Physics,1,CSE,C,easy
Nandini Natarajan,24CS198,CS101,Problem Solving & C,1,CSE,C,hard
Nandini Natarajan,24CS198,EN101,English Communication,1,CSE,C,easy
Nandini Natarajan,24CS198,CS102,Digital Fundamentals,1,CSE,C,medium
Priya Reddy,24CS199,MA101,Engineering Mathematics I,1,CSE,C,medium
Priya Reddy,24CS199,PH101,Engineering Physics,1,CSE,C,easy
Priya Reddy,24CS199,CS101,Problem Solving & C,1,CSE,C,hard
Priya Reddy,24CS199,EN101,English Communication,1,CSE,C,easy
Priya Reddy,24CS199,CS102,Digital Fundamentals,1,CSE,C,medium
Sindhu Duraisamy,24CS200,MA101,Engineering Mathematics I,1,CSE,C,medium
Sindhu Duraisamy,24CS200,PH101,Engineering Physics,1,CSE,C,easy
Sindhu Duraisamy,24CS200,CS101,Problem Solving & C,1,CSE,C,hard
Sindhu Duraisamy,24CS200,EN101,English Communication,1,CSE,C,easy
Sindhu Duraisamy,24CS200,CS102,Digital Fundamentals,1,CSE,C,medium
Deepak Duraisamy,24CS201,MA101,Engineering Mathematics I,1,CSE,C,medium
Deepak Duraisamy,24CS201,PH101,Engineering Physics,1,CSE,C,easy
Deepak Duraisamy,24CS201,CS101,Problem Solving & C,1,CSE,C,hard
Deepak Duraisamy,24CS201,EN101,English Communication,1,CSE,C,easy
Deepak Duraisamy,24CS201,CS102,Digital Fundamentals,1,CSE,C,medium
Pradeep Subramaniam,24CS202,MA101,Engineering Mathematics I,1,CSE,C,medium
Pradeep Subramaniam,24CS202,PH101,Engineering Physics,1,CSE,C,easy
Pradeep Subramaniam,24CS202,CS101,Problem Solving & C,1,CSE,C,hard
Pradeep Subramaniam,24CS202,EN101,English Communication,1,CSE,C,easy
Pradeep Subramaniam,24CS202,CS102,Digital Fundamentals,1,CSE,C,medium
Rajesh Nair,24CS203,MA101,Engineering Mathematics I,1,CSE,C,medium
Rajesh Nair,24CS203,PH101,Engineering Physics,1,CSE,C,easy
Rajesh Nair,24CS203,CS101,Problem Solving & C,1,CSE,C,hard
Rajesh Nair,24CS203,EN101,English Communication,1,CSE,C,easy
Rajesh Nair,24CS203,CS102,Digital Fundamentals,1,CSE,C,medium
Yamini Muthukumar,24CS204,MA101,Engineering Mathematics I,1,CSE,C,medium
Yamini Muthukumar,24CS204,PH101,Engineering Physics,1,CSE,C,easy
Yamini Muthukumar,24CS204,CS101,Problem Solving & C,1,CSE,C,hard
Yamini Muthukumar,24CS204,EN101,English Communication,1,CSE,C,easy
Yamini Muthukumar,24CS204,CS102,Digital Fundamentals,1,CSE,C,medium
Kiran Anand,24CS205,MA101,Engineering Mathematics I,1,CSE,C,medium
Kiran Anand,24CS205,PH101,Engineering Physics,1,CSE,C,easy
Kiran Anand,24CS205,CS101,Problem Solving & C,1,CSE,C,hard
Kiran Anand,24CS205,EN101,English Communication,1,CSE,C,easy
Kiran Anand,24CS205,CS102,Digital Fundamentals,1,CSE,C,medium
Ravi Ramasamy,24CS206,MA101,Engineering Mathematics I,1,CSE,C,medium
Ravi Ramasamy,24CS206,PH101,Engineering Physics,1,CSE,C,easy
Ravi Ramasamy,24CS206,CS101,Problem Solving & C,1,CSE,C,hard
Ravi Ramasamy,24CS206,EN101,English Communication,1,CSE,C,easy
Ravi Ramasamy,24CS206,CS102,Digital Fundamentals,1,CSE,C,medium
Indira Kumar,24CS207,MA101,Engineering Mathematics I,1,CSE,C,medium
Indira Kumar,24CS207,PH101,Engineering Physics,1,CSE,C,easy
Indira Kumar,24CS207,CS101,Problem Solving & C,1,CSE,C,hard
Indira Kumar,24CS207,EN101,English Communication,1,CSE,C,easy
Indira Kumar,24CS207,CS102,Digital Fundamentals,1,CSE,C,medium
Logesh Krishnan,24CS208,MA101,Engineering Mathematics I,1,CSE,C,medium
Logesh Krishnan,24CS208,PH101,Engineering Physics,1,CSE,C,easy
Logesh Krishnan,24CS208,CS101,Problem Solving & C,1,CSE,C,hard
Logesh Krishnan,24CS208,EN101,English Communication,1,CSE,C,easy
Logesh Krishnan,24CS208,CS102,Digital Fundamentals,1,CSE,C,medium
Harish Duraisamy,24CS209,MA101,Engineering Mathematics I,1,CSE,C,medium
Harish Duraisamy,24CS209,PH101,Engineering Physics,1,CSE,C,easy
Harish Duraisamy,24CS209,CS101,Problem Solving & C,1,CSE,C,hard
Harish Duraisamy,24CS209,EN101,English Communication,1,CSE,C,easy
Harish Duraisamy,24CS209,CS102,Digital Fundamentals,1,CSE,C,medium
Kavya Menon,24CS210,MA101,Engineering Mathematics I,1,CSE,C,medium
Kavya Menon,24CS210,PH101,Engineering Physics,1,CSE,C,easy
Kavya Menon,24CS210,CS101,Problem Solving & C,1,CSE,C,hard
Kavya Menon,24CS210,EN101,English Communication,1,CSE,C,easy
Kavya Menon,24CS210,CS102,Digital Fundamentals,1,CSE,C,medium
Ishaan Duraisamy,24CS211,MA101,Engineering Mathematics I,1,CSE,C,medium
Ishaan Duraisamy,24CS211,PH101,Engineering Physics,1,CSE,C,easy
Ishaan Duraisamy,24CS211,CS101,Problem Solving & C,1,CSE,C,hard
Ishaan Duraisamy,24CS211,EN101,English Communication,1,CSE,C,easy
Ishaan Duraisamy,24CS211,CS102,Digital Fundamentals,1,CSE,C,medium
Harish Chandrasekaran,24CS212,MA101,Engineering Mathematics I,1,CSE,C,medium
Harish Chandrasekaran,24CS212,PH101,Engineering Physics,1,CSE,C,easy
Harish Chandrasekaran,24CS212,CS101,Problem Solving & C,1,CSE,C,hard
Harish Chandrasekaran,24CS212,EN101,English Communication,1,CSE,C,easy
Harish Chandrasekaran,24CS212,CS102,Digital Fundamentals,1,CSE,C,medium
Logesh Reddy,24CS213,MA101,Engineering Mathematics I,1,CSE,C,medium
Logesh Reddy,24CS213,PH101,Engineering Physics,1,CSE,C,easy
Logesh Reddy,24CS213,CS101,Problem Solving & C,1,CSE,C,hard
Logesh Reddy,24CS213,EN101,English Communication,1,CSE,C,easy
Logesh Reddy,24CS213,CS102,Digital Fundamentals,1,CSE,C,medium
Rahul Krishnan,24CS214,MA101,Engineering Mathematics I,1,CSE,C,medium
Rahul Krishnan,24CS214,PH101,Engineering Physics,1,CSE,C,easy
Rahul Krishnan,24CS214,CS101,Problem Solving & C,1,CSE,C,hard
Rahul Krishnan,24CS214,EN101,English Communication,1,CSE,C,easy
Rahul Krishnan,24CS214,CS102,Digital Fundamentals,1,CSE,C,medium
Tamilarasi Pillai,24CS215,MA101,Engineering Mathematics I,1,CSE,C,medium
Tamilarasi Pillai,24CS215,PH101,Engineering Physics,1,CSE,C,easy
Tamilarasi Pillai,24CS215,CS101,Problem Solving & C,1,CSE,C,hard
Tamilarasi Pillai,24CS215,EN101,English Communication,1,CSE,C,easy
Tamilarasi Pillai,24CS215,CS102,Digital Fundamentals,1,CSE,C,medium
Shruti Pillai,24CS216,MA101,Engineering Mathematics I,1,CSE,C,medium
Shruti Pillai,24CS216,PH101,Engineering Physics,1,CSE,C,easy
Shruti Pillai,24CS216,CS101,Problem Solving & C,1,CSE,C,hard
Shruti Pillai,24CS216,EN101,English Communication,1,CSE,C,easy
Shruti Pillai,24CS216,CS102,Digital Fundamentals,1,CSE,C,medium
Priya Natarajan,24CS217,MA101,Engineering Mathematics I,1,CSE,C,medium
Priya Natarajan,24CS217,PH101,Engineering Physics,1,CSE,C,easy
Priya Natarajan,24CS217,CS101,Problem Solving & C,1,CSE,C,hard
Priya Natarajan,24CS217,EN101,English Communication,1,CSE,C,easy
Priya Natarajan,24CS217,CS102,Digital Fundamentals,1,CSE,C,medium
Dhanush Menon,24CS218,MA101,Engineering Mathematics I,1,CSE,C,medium
Dhanush Menon,24CS218,PH101,Engineering Physics,1,CSE,C,easy
Dhanush Menon,24CS218,CS101,Problem Solving & C,1,CSE,C,hard
Dhanush Menon,24CS218,EN101,English Communication,1,CSE,C,easy
Dhanush Menon,24CS218,CS102,Digital Fundamentals,1,CSE,C,medium
Aryan Patel,24CS219,MA101,Engineering Mathematics I,1,CSE,C,medium
Aryan Patel,24CS219,PH101,Engineering Physics,1,CSE,C,easy
Aryan Patel,24CS219,CS101,Problem Solving & C,1,CSE,C,hard
Aryan Patel,24CS219,EN101,English Communication,1,CSE,C,easy
Aryan Patel,24CS219,CS102,Digital Fundamentals,1,CSE,C,medium
Vinay Muthukumar,24CS220,MA101,Engineering Mathematics I,1,CSE,C,medium
Vinay Muthukumar,24CS220,PH101,Engineering Physics,1,CSE,C,easy
Vinay Muthukumar,24CS220,CS101,Problem Solving & C,1,CSE,C,hard
Vinay Muthukumar,24CS220,EN101,English Communication,1,CSE,C,easy
Vinay Muthukumar,24CS220,CS102,Digital Fundamentals,1,CSE,C,medium
Raja Sharma,24CS221,MA101,Engineering Mathematics I,1,CSE,C,medium
Raja Sharma,24CS221,PH101,Engineering Physics,1,CSE,C,easy
Raja Sharma,24CS221,CS101,Problem Solving & C,1,CSE,C,hard
Raja Sharma,24CS221,EN101,English Communication,1,CSE,C,easy
Raja Sharma,24CS221,CS102,Digital Fundamentals,1,CSE,C,medium
Aarav Rajan,24CS222,MA101,Engineering Mathematics I,1,CSE,C,medium
Aarav Rajan,24CS222,PH101,Engineering Physics,1,CSE,C,easy
Aarav Rajan,24CS222,CS101,Problem Solving & C,1,CSE,C,hard
Aarav Rajan,24CS222,EN101,English Communication,1,CSE,C,easy
Aarav Rajan,24CS222,CS102,Digital Fundamentals,1,CSE,C,medium
Karthik Gopal,24CS223,MA101,Engineering Mathematics I,1,CSE,C,medium
Karthik Gopal,24CS223,PH101,Engineering Physics,1,CSE,C,easy
Karthik Gopal,24CS223,CS101,Problem Solving & C,1,CSE,C,hard
Karthik Gopal,24CS223,EN101,English Communication,1,CSE,C,easy
Karthik Gopal,24CS223,CS102,Digital Fundamentals,1,CSE,C,medium
Krithika Chandrasekaran,24CS001,MA102,Engineering Mathematics II,2,CSE,A,medium
Krithika Chandrasekaran,24CS001,CS201,Data Structures,2,CSE,A,hard
Krithika Chandrasekaran,24CS001,CS202,Object Oriented Programming,2,CSE,A,hard
Krithika Chandrasekaran,24CS001,EC201,Electronic Circuits,2,CSE,A,medium
Krithika Chandrasekaran,24CS001,EN102,Technical Writing,2,CSE,A,easy
Vinay Venkatesh,24CS002,MA102,Engineering Mathematics II,2,CSE,A,medium
Vinay Venkatesh,24CS002,CS201,Data Structures,2,CSE,A,hard
Vinay Venkatesh,24CS002,CS202,Object Oriented Programming,2,CSE,A,hard
Vinay Venkatesh,24CS002,EC201,Electronic Circuits,2,CSE,A,medium
Vinay Venkatesh,24CS002,EN102,Technical Writing,2,CSE,A,easy
Kishore Venkatesh,24CS003,MA102,Engineering Mathematics II,2,CSE,A,medium
Kishore Venkatesh,24CS003,CS201,Data Structures,2,CSE,A,hard
Kishore Venkatesh,24CS003,CS202,Object Oriented Programming,2,CSE,A,hard
Kishore Venkatesh,24CS003,EC201,Electronic Circuits,2,CSE,A,medium
Kishore Venkatesh,24CS003,EN102,Technical Writing,2,CSE,A,easy
Pavithra Venkatesh,24CS004,MA102,Engineering Mathematics II,2,CSE,A,medium
Pavithra Venkatesh,24CS004,CS201,Data Structures,2,CSE,A,hard
Pavithra Venkatesh,24CS004,CS202,Object Oriented Programming,2,CSE,A,hard
Pavithra Venkatesh,24CS004,EC201,Electronic Circuits,2,CSE,A,medium
Pavithra Venkatesh,24CS004,EN102,Technical Writing,2,CSE,A,easy
Karthik Sharma,24CS005,MA102,Engineering Mathematics II,2,CSE,A,medium
Karthik Sharma,24CS005,CS201,Data Structures,2,CSE,A,hard
Karthik Sharma,24CS005,CS202,Object Oriented Programming,2,CSE,A,hard
Karthik Sharma,24CS005,EC201,Electronic Circuits,2,CSE,A,medium
Karthik Sharma,24CS005,EN102,Technical Writing,2,CSE,A,easy
Arjun Duraisamy,24CS006,MA102,Engineering Mathematics II,2,CSE,A,medium
Arjun Duraisamy,24CS006,CS201,Data Structures,2,CSE,A,hard
Arjun Duraisamy,24CS006,CS202,Object Oriented Programming,2,CSE,A,hard
Arjun Duraisamy,24CS006,EC201,Electronic Circuits,2,CSE,A,medium
Arjun Duraisamy,24CS006,EN102,Technical Writing,2,CSE,A,easy
Pradeep Sundar,24CS007,MA102,Engineering Mathematics II,2,CSE,A,medium
Pradeep Sundar,24CS007,CS201,Data Structures,2,CSE,A,hard
Pradeep Sundar,24CS007,CS202,Object Oriented Programming,2,CSE,A,hard
Pradeep Sundar,24CS007,EC201,Electronic Circuits,2,CSE,A,medium
Pradeep Sundar,24CS007,EN102,Technical Writing,2,CSE,A,easy
Madhan Duraisamy,24CS008,MA102,Engineering Mathematics II,2,CSE,A,medium
Madhan Duraisamy,24CS008,CS201,Data Structures,2,CSE,A,hard
Madhan Duraisamy,24CS008,CS202,Object Oriented Programming,2,CSE,A,hard
Madhan Duraisamy,24CS008,EC201,Electronic Circuits,2,CSE,A,medium
Madhan Duraisamy,24CS008,EN102,Technical Writing,2,CSE,A,easy
